,artist,song,spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cp_length,genres
104,alesso,if it wasn't for you,0R3aF3iq67sbMgqe0A4nup,0.52,0.7170000000000001,9.0,-4.695,0.0,0.0505,0.0432,0.0,0.146,0.239,125.899,232480.0,4.0,3,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'progressive electro house', 'progressive house', 'tropical house']"
105,alesso,sweet escape,6vPJvkEuWZPcv58NnQ3dBR,0.5720000000000001,0.8390000000000001,2.0,-3.865,1.0,0.0397,0.0721,1.74e-06,0.19699999999999998,0.516,126.029,232533.0,4.0,5,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'progressive electro house', 'progressive house', 'tropical house']"
106,alesso,under control,4mR9yGadQ7oqp0SWNwqIFR,0.6459999999999999,0.71,5.0,-5.93,0.0,0.0375,0.0735,0.5539999999999999,0.151,0.53,137.035,98125.0,4.0,3,[]
107,alestorm,shipwrecked,5lEp8MBQCQXxNQpKjbrM8d,0.574,0.976,5.0,-4.624,0.0,0.0401,5.820000000000001e-05,6.159999999999999e-05,0.105,0.618,105.03399999999999,210573.0,4.0,4,"['comic', 'comic metal', 'folk metal', 'metal', 'pirate', 'power metal', 'scottish metal']"
108,alestorm,shipwrecked,5lEp8MBQCQXxNQpKjbrM8d,0.574,0.976,5.0,-4.624,0.0,0.0401,5.820000000000001e-05,6.159999999999999e-05,0.105,0.618,105.03399999999999,210573.0,4.0,5,"['comic', 'comic metal', 'folk metal', 'metal', 'pirate', 'power metal', 'scottish metal']"
109,alex clare,too close,4sK96UnGx3NjBaqvfTG2dm,0.584,0.7120000000000001,11.0,-4.311,0.0,0.0395,0.0112,1.05e-06,0.114,0.28600000000000003,126.04299999999999,256560.0,4.0,5,['modern alternative rock']
110,alex g,thorns,7xMWwvpUjihrid15USMtlw,0.569,0.306,2.0,-14.128,1.0,0.0363,0.39799999999999996,0.0195,0.141,0.4920000000000001,125.92299999999999,170108.0,3.0,5,"['alternative rock', 'art pop', 'chamber pop', 'experimental pop', 'freak folk', 'garage psych', 'indie folk', 'indie garage rock', 'indie pop', 'indie rock', 'lo-fi', 'noise pop', 'philly indie']"
111,alex lloyd,amazing,1zPNQOLO3LTMRZqcr0pTMU,0.55,0.45899999999999996,9.0,-6.95,1.0,0.0293,0.816,0.000106,0.0878,0.31,84.865,251413.0,4.0,4,"['australian alternative rock', 'australian rock']"
112,alex lloyd,amazing,1zPNQOLO3LTMRZqcr0pTMU,0.55,0.45899999999999996,9.0,-6.95,1.0,0.0293,0.816,0.000106,0.0878,0.31,84.865,251413.0,4.0,5,"['australian alternative rock', 'australian rock']"
113,alexander rybak,fairytale,2rzWSywjwzbysCmdOzssFR,0.5760000000000001,0.785,2.0,-5.359,0.0,0.0295,0.62,4.26e-05,0.233,0.674,107.99600000000001,182640.0,4.0,4,['eurovision']
114,alexandra stan,get back asap,0cf3vFJZj4PdOBB9ONPulh,0.7140000000000001,0.912,0.0,-3.865,0.0,0.0391,0.0438,0.35,0.17,0.718,127.988,209336.0,4.0,5,"['dance pop', 'romanian pop']"
115,alexandra stan,mr saxobeat,2ZAx6NDhX2yE5aL5ueEQgY,0.72,0.925,4.0,-4.165,0.0,0.0511,0.0276,0.00023799999999999998,0.14,0.7809999999999999,127.00399999999999,195105.0,4.0,5,"['dance pop', 'romanian pop']"
116,alice cooper,poison,5XcZRgJv3zMhTqCyESjQrF,0.28,0.9079999999999999,2.0,-5.5089999999999995,0.0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,270080.0,4.0,5,"['album rock', 'blues rock', 'classic rock', 'comic', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']"
117,alice deejay,better off alone,48gBfTRel9fajeev7tmLpo,0.6659999999999999,0.8540000000000001,8.0,-8.442,0.0,0.0565,0.0044,0.769,0.313,0.748,136.954,215246.0,4.0,5,"['eurodance', 'europop']"
118,alice in chains,man in the box,6gZVQvQZOFpzIy3HblJ20F,0.34600000000000003,0.765,8.0,-8.558,1.0,0.0413,0.00229,7.54e-06,0.213,0.644,106.463,284427.0,4.0,5,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'post-grunge', 'rock']"
119,alice in chains,nutshell,2JuasWPUodaUxf5nwNpciQ,0.384,0.562,3.0,-10.059,0.0,0.0296,0.37,0.267,0.0775,0.159,136.094,259200.0,3.0,3,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'post-grunge', 'rock']"
120,alicia keys,girl on fire,4esOae7i4rqTbAu9o5Pxco,0.48200000000000004,0.706,9.0,-5.7620000000000005,1.0,0.0609,0.135,0.00106,0.105,0.14400000000000002,92.494,224920.0,4.0,4,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
121,alicia keys,girl on fire,4esOae7i4rqTbAu9o5Pxco,0.48200000000000004,0.706,9.0,-5.7620000000000005,1.0,0.0609,0.135,0.00106,0.105,0.14400000000000002,92.494,224920.0,4.0,5,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
122,alicia keys,no one,6IwKcFdiRQZOWeYNhUiWIv,0.644,0.5479999999999999,1.0,-5.416,0.0,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,253813.0,4.0,4,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
123,alison krauss,down to the river to pray,3WJ8xIHrNTtP5YsXOqqyml,0.542,0.215,4.0,-11.795,1.0,0.0736,0.948,0.0,0.301,0.601,131.976,176360.0,4.0,4,"['bluegrass', 'folk', 'lilith', 'progressive bluegrass', 'singer-songwriter']"
124,alison krauss,down to the river to pray,3WJ8xIHrNTtP5YsXOqqyml,0.542,0.215,4.0,-11.795,1.0,0.0736,0.948,0.0,0.301,0.601,131.976,176360.0,4.0,5,"['bluegrass', 'folk', 'lilith', 'progressive bluegrass', 'singer-songwriter']"
125,alizee,moi lolita,6e0LjNPkRqxIAlmmdjWSV8,0.628,0.888,11.0,-3.74,0.0,0.0277,0.0519,0.00019099999999999998,0.233,0.5770000000000001,107.958,264283.0,4.0,3,['french pop']
126,alizee,moi lolita,6e0LjNPkRqxIAlmmdjWSV8,0.628,0.888,11.0,-3.74,0.0,0.0277,0.0519,0.00019099999999999998,0.233,0.5770000000000001,107.958,264283.0,4.0,5,['french pop']
127,alkaline trio,help me,1Fy9hQQLek2UpOYUEPjiYn,0.513,0.943,11.0,-3.9819999999999998,1.0,0.0619,7.13e-05,3.75e-06,0.16399999999999998,0.528,116.999,224600.0,4.0,5,"['chicago punk', 'emo', 'pop punk', 'punk', 'screamo', 'skate punk']"
128,alkaline trio,radio,3VVstQ0fpj4pdSPe2QZT5z,0.649,0.657,2.0,-6.607,1.0,0.0258,0.0348,0.00037200000000000004,0.136,0.434,113.42299999999999,281040.0,4.0,3,"['chicago punk', 'emo', 'pop punk', 'punk', 'screamo', 'skate punk']"
129,alkaline trio,radio,3VVstQ0fpj4pdSPe2QZT5z,0.649,0.657,2.0,-6.607,1.0,0.0258,0.0348,0.00037200000000000004,0.136,0.434,113.42299999999999,281040.0,4.0,5,"['chicago punk', 'emo', 'pop punk', 'punk', 'screamo', 'skate punk']"
130,all american rejects,gives you hell,6ihL9TjfRjadfEePzXXyVF,0.718,0.691,4.0,-6.44,1.0,0.0387,0.0159,0.0,0.0627,0.552,100.008,213107.0,4.0,5,"['modern rock', 'neo mellow', 'pop punk', 'pop rock', 'post-grunge']"
131,all levels at once,phoenix,6k9zbrTnX7ReGW36j5dwqf,0.585,0.846,10.0,-4.146,0.0,0.0431,0.0069099999999999995,0.000323,0.121,0.239,90.03299999999999,278343.0,4.0,5,[]
132,allen watts,gravity,22EY9L2zV4JDd5Bvgp4KLL,0.428,0.9940000000000001,0.0,-8.708,1.0,0.0639,8.09e-06,0.19399999999999998,0.301,0.523,136.007,70587.0,4.0,5,"['progressive house', 'progressive trance', 'progressive uplifting trance', 'trance', 'uplifting trance']"
133,alligatoah,lass liegen,7klmc0PWfPlMJgpiHklzT2,0.6709999999999999,0.8420000000000001,2.0,-6.678999999999999,1.0,0.16399999999999998,0.5660000000000001,0.00124,0.102,0.8140000000000001,143.033,232467.0,4.0,5,['german pop']
134,alligatoah,narben,0viuKbkRLz7yfsRlXWuc0l,0.667,0.909,9.0,-3.1919999999999997,1.0,0.13699999999999998,0.684,0.0,0.68,0.725,99.96700000000001,199889.0,4.0,5,['german pop']
135,alligatoah,trauerfeier lied,3SAB2fESTun8ifOHUXAAfN,0.555,0.501,4.0,-8.937999999999997,1.0,0.0993,0.691,0.0,0.193,0.6809999999999999,79.376,254119.0,4.0,4,['german pop']
136,alligatoah,trauerfeier lied,3SAB2fESTun8ifOHUXAAfN,0.555,0.501,4.0,-8.937999999999997,1.0,0.0993,0.691,0.0,0.193,0.6809999999999999,79.376,254119.0,4.0,5,['german pop']
137,alligatoah,wer weiss,7eYIvyMrHIK814AJ3s7Jrk,0.505,0.71,1.0,-5.0489999999999995,0.0,0.157,0.303,0.0,0.19699999999999998,0.706,189.851,203123.0,4.0,5,['german pop']
138,alligatoah,willst du,3g62kHCCbNwhEKYywx5Xwz,0.733,0.7509999999999999,11.0,-6.171,1.0,0.0828,0.631,0.0,0.149,0.701,126.01799999999999,218964.0,4.0,5,['german pop']
139,allstar weekend,hey princess,4q2NVW8MvR3e0JFD06eMfS,0.507,0.8759999999999999,8.0,-3.3539999999999996,1.0,0.0933,0.000414,0.0,0.0571,0.675,159.968,198440.0,4.0,5,"['neon pop punk', 'post-teen pop']"
140,aloe blacc,i need a dollar,6q1qACcezH6eH77Xljh5QV,0.84,0.48200000000000004,6.0,-7.1160000000000005,0.0,0.0333,0.20199999999999999,0.0,0.0873,0.9570000000000001,95.49799999999999,243053.0,4.0,3,['r&b']
141,aloe blacc,i need a dollar,6q1qACcezH6eH77Xljh5QV,0.84,0.48200000000000004,6.0,-7.1160000000000005,0.0,0.0333,0.20199999999999999,0.0,0.0873,0.9570000000000001,95.49799999999999,243053.0,4.0,4,['r&b']
142,aloe blacc,i need a dollar,6q1qACcezH6eH77Xljh5QV,0.84,0.48200000000000004,6.0,-7.1160000000000005,0.0,0.0333,0.20199999999999999,0.0,0.0873,0.9570000000000001,95.49799999999999,243053.0,4.0,5,['r&b']
143,aloe blacc,the man,2stPxcgjdSImK7Gizl8ZUN,0.308,0.769,11.0,-7.256,0.0,0.065,0.0331,0.0,0.214,0.488,81.85300000000002,254880.0,4.0,3,['r&b']
144,aloe blacc,the man,2stPxcgjdSImK7Gizl8ZUN,0.308,0.769,11.0,-7.256,0.0,0.065,0.0331,0.0,0.214,0.488,81.85300000000002,254880.0,4.0,5,['r&b']
145,alphabeat,vacation,7kXrX7gmk6uIlz4oziElPq,0.687,0.941,7.0,-1.3840000000000001,1.0,0.0434,0.0323,0.0,0.335,0.91,135.965,175720.0,4.0,5,"['danish pop', 'electropop', 'europop', 'metropopolis']"
146,alphaville,big in japan,3BZGi1yUqQyCNC868AqUGG,0.748,0.414,2.0,-15.15,0.0,0.0405,0.069,0.0671,0.336,0.239,97.646,286160.0,4.0,3,"['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
147,alphaville,big in japan,3BZGi1yUqQyCNC868AqUGG,0.748,0.414,2.0,-15.15,0.0,0.0405,0.069,0.0671,0.336,0.239,97.646,286160.0,4.0,4,"['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
148,alphaville,big in japan,3BZGi1yUqQyCNC868AqUGG,0.748,0.414,2.0,-15.15,0.0,0.0405,0.069,0.0671,0.336,0.239,97.646,286160.0,4.0,5,"['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
149,alphaville,forever young,4S1VYqwfkLit9mKVY3MXoo,0.489,0.483,9.0,-9.466000000000001,0.0,0.0275,0.42,0.0028,0.23600000000000002,0.33299999999999996,136.822,226706.0,4.0,5,"['dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
150,alt-j,breezeblocks,3n69hLUdIsSa1WlRmjMZlW,0.616,0.6559999999999999,5.0,-7.297999999999999,1.0,0.0344,0.096,0.0008789999999999999,0.205,0.28600000000000003,150.071,227080.0,4.0,5,"['indie rock', 'modern rock']"
151,alt-j,matilda,3aA5fk4c6a7e5HM4rJqkSF,0.5760000000000001,0.653,2.0,-9.132,1.0,0.03,0.779,0.361,0.113,0.209,147.86700000000005,227920.0,4.0,5,"['indie rock', 'modern rock']"
152,alt-j,something good,3xqxETvPg43KWP0HOGiOmu,0.682,0.581,7.0,-10.339,1.0,0.0295,0.7140000000000001,0.324,0.0802,0.539,108.98100000000001,217320.0,4.0,5,"['indie rock', 'modern rock']"
153,alter bridge,watch over you,7kxfWvj6u9oWQ5C36kMtGb,0.276,0.6579999999999999,7.0,-5.4179999999999975,1.0,0.0329,0.0836,0.000553,0.161,0.16,172.326,259133.0,4.0,4,"['alternative metal', 'nu metal', 'post-grunge', 'rock']"
154,alunageorge,supernatural,1X6Lbqy6QWKu4HLDqEwI89,0.758,0.6940000000000001,10.0,-7.841,0.0,0.0451,0.00182,0.7,0.105,0.588,117.00399999999999,191398.0,4.0,5,"['electropop', 'house', 'indietronica', 'pop', 'tropical house']"
155,alunageorge,your drums your love,7IdTIjPXUc7bJQyabnmQiT,0.64,0.6940000000000001,6.0,-5.5329999999999995,1.0,0.0649,0.11800000000000001,0.00172,0.121,0.479,90.045,219240.0,4.0,4,"['electropop', 'house', 'indietronica', 'pop', 'tropical house']"
156,alvaro soler,sofia,0nYSQrRV7Akb8guuycDSqF,0.688,0.7290000000000001,2.0,-5.939,1.0,0.0315,0.109,0.0,0.225,0.909,127.999,210467.0,4.0,5,['latin pop']
157,alvvays,archie marry me,5HLes17mwCwKt81mi0Tk35,0.27,0.83,7.0,-4.592,1.0,0.0741,0.009559999999999999,0.434,0.142,0.205,117.314,196560.0,4.0,5,"['art pop', 'indie pop', 'indie rock', 'shoegaze', 'toronto indie']"
158,aly and aj,potential breakup song,11dxtPJKR4E0wlSr0A0t47,0.5720000000000001,0.89,6.0,-4.138999999999999,0.0,0.039,0.00082,0.00937,0.564,0.765,158.03799999999995,219773.0,4.0,4,"['dance pop', 'electropop', 'girl group', 'indie poptimism', 'neo mellow', 'pop', 'post-teen pop']"
159,aly and aj,potential breakup song,11dxtPJKR4E0wlSr0A0t47,0.5720000000000001,0.89,6.0,-4.138999999999999,0.0,0.039,0.00082,0.00937,0.564,0.765,158.03799999999995,219773.0,4.0,5,"['dance pop', 'electropop', 'girl group', 'indie poptimism', 'neo mellow', 'pop', 'post-teen pop']"
160,am taxi,charissa,0O8pCZSz5k7FafaLYvj3dm,0.42100000000000004,0.858,10.0,-4.343,1.0,0.0564,0.125,0.0,0.35,0.57,161.535,198907.0,4.0,4,[]
161,am taxi,charissa,0O8pCZSz5k7FafaLYvj3dm,0.42100000000000004,0.858,10.0,-4.343,1.0,0.0564,0.125,0.0,0.35,0.57,161.535,198907.0,4.0,5,[]
162,am taxi,tanner boyle vs the 7th grade,4U2qnQDdE3fYucnKQ5Bpn2,0.611,0.782,5.0,-6.354,1.0,0.0386,0.14400000000000002,7.55e-06,0.18899999999999997,0.39,108.066,195600.0,3.0,5,[]
163,amber,ocean,7oOOnQBOBtxQvF0HRaCjom,0.8809999999999999,0.9570000000000001,8.0,-3.4410000000000003,0.0,0.0982,0.654,0.00293,0.124,0.35,120.039,70000.0,4.0,5,[]
164,america,a horse with no name,54eZmuggBFJbV7k248bTTt,0.654,0.506,11.0,-17.18,0.0,0.0535,0.6859999999999999,0.0155,0.155,0.831,123.179,252240.0,4.0,3,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
165,american authors,best day of my life,5Hroj5K7vLpIG4FNCRIjbP,0.6729999999999999,0.902,2.0,-2.392,1.0,0.0346,0.0591,0.000262,0.0558,0.5379999999999999,100.012,194240.0,4.0,4,"['indie poptimism', 'modern rock', 'neo mellow', 'pop rock']"
166,amy diamond,stay my baby,6JSV0T8V971f4IuvxYdvLV,0.613,0.802,2.0,-5.093,1.0,0.0467,0.009040000000000001,3.2200000000000003e-05,0.273,0.774,89.01799999999999,184360.0,4.0,3,"['europop', 'swedish electropop', 'swedish pop']"
167,amy diamond,stay my baby,6JSV0T8V971f4IuvxYdvLV,0.613,0.802,2.0,-5.093,1.0,0.0467,0.009040000000000001,3.2200000000000003e-05,0.273,0.774,89.01799999999999,184360.0,4.0,5,"['europop', 'swedish electropop', 'swedish pop']"
168,anamanaguchi,akira,3pGB6CYYihhJeRxmufi2Jh,0.467,0.9670000000000001,7.0,-1.493,1.0,0.109,0.00151,0.818,0.052000000000000005,0.198,126.15100000000001,211040.0,4.0,4,"['bitpop', 'chiptune', 'future funk', 'hyperpop', 'indie game soundtrack', 'nintendocore']"
169,anamanaguchi,akira,3pGB6CYYihhJeRxmufi2Jh,0.467,0.9670000000000001,7.0,-1.493,1.0,0.109,0.00151,0.818,0.052000000000000005,0.198,126.15100000000001,211040.0,4.0,5,"['bitpop', 'chiptune', 'future funk', 'hyperpop', 'indie game soundtrack', 'nintendocore']"
170,anamanaguchi,rock club,3X2nFcTJR8tcAcOqNw129N,0.506,0.992,8.0,-5.4579999999999975,1.0,0.0619,0.000342,0.669,0.44,0.465,100.04799999999999,153773.0,4.0,5,"['bitpop', 'chiptune', 'future funk', 'hyperpop', 'indie game soundtrack', 'nintendocore']"
171,andain,beautiful things,3SbCWIF7UaSewGfGHkFEI2,0.698,0.638,4.0,-8.918,0.0,0.0261,0.00675,0.35200000000000004,0.256,0.616,130.976,199373.0,4.0,3,"['progressive house', 'trance', 'uplifting trance', 'vocal trance']"
172,andreas schuller,mobo 2012,21fCkoWFFxdMvkOdgUKBn6,0.667,0.815,1.0,-5.742999999999999,0.0,0.0439,0.0149,0.0,0.12300000000000001,0.32799999999999996,129.048,210233.0,4.0,4,[]
173,andrew lloyd webber,music of the night,5byUll2f3Zgnli3wJPoKRL,0.17600000000000002,0.0722,1.0,-19.226,1.0,0.0394,0.8440000000000001,2.47e-05,0.114,0.113,46.168,342027.0,4.0,5,"['broadway', 'show tunes', 'west end']"
174,andrew lloyd webber,phantom of the opera,4EaBMhUIOfnFEbIgqCfKbi,0.444,0.608,2.0,-12.175,0.0,0.0532,0.168,3.36e-06,0.11800000000000001,0.354,119.985,216133.0,4.0,4,"['broadway', 'show tunes', 'west end']"
175,andrew lloyd webber,phantom of the opera,4EaBMhUIOfnFEbIgqCfKbi,0.444,0.608,2.0,-12.175,0.0,0.0532,0.168,3.36e-06,0.11800000000000001,0.354,119.985,216133.0,4.0,5,"['broadway', 'show tunes', 'west end']"
176,angelo badalamenti,laura palmer's theme,7Bk3p8UqcP4sItaWNWbvXL,0.0618,0.0144,0.0,-21.974,0.0,0.0451,0.845,0.643,0.10400000000000001,0.0357,67.959,292000.0,4.0,3,"['classic soundtrack', 'dark jazz', 'soundtrack']"
177,angus and julia stone,big jet plane,5Z1U0knfYnsfvZycgDeOiC,0.763,0.387,10.0,-8.642999999999999,0.0,0.0278,0.239,0.00747,0.13,0.273,109.95700000000001,239147.0,4.0,4,"['australian indie folk', 'indie folk', 'neo mellow']"
178,angus and julia stone,big jet plane,5Z1U0knfYnsfvZycgDeOiC,0.763,0.387,10.0,-8.642999999999999,0.0,0.0278,0.239,0.00747,0.13,0.273,109.95700000000001,239147.0,4.0,5,"['australian indie folk', 'indie folk', 'neo mellow']"
179,animal collective,brother sport,3On5FEsrxHBVc6vDhF4IKG,0.514,0.977,6.0,-5.154,1.0,0.154,0.289,0.0105,0.0707,0.435,132.858,359027.0,4.0,3,"['alternative dance', 'alternative rock', 'art pop', 'baltimore indie', 'chamber pop', 'chillwave', 'dance-punk', 'dream pop', 'experimental pop', 'experimental rock', 'freak folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'new rave', 'noise pop', 'noise rock', 'nu gaze']"
180,animal collective,leaf house,1aTmszUhNPI2jRPfb02pQM,0.544,0.7909999999999999,0.0,-8.376,1.0,0.0528,0.6970000000000001,0.0725,0.34600000000000003,0.35100000000000003,133.74200000000002,162627.0,3.0,3,"['alternative dance', 'alternative rock', 'art pop', 'baltimore indie', 'chamber pop', 'chillwave', 'dance-punk', 'dream pop', 'experimental pop', 'experimental rock', 'freak folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'new rave', 'noise pop', 'noise rock', 'nu gaze']"
181,animal collective,peacebone,3bTyUD39OY8Xu4yOTom383,0.5920000000000001,0.948,4.0,-3.9819999999999998,1.0,0.0716,0.185,0.00022799999999999999,0.276,0.569,162.898,313171.0,3.0,5,"['alternative dance', 'alternative rock', 'art pop', 'baltimore indie', 'chamber pop', 'chillwave', 'dance-punk', 'dream pop', 'experimental pop', 'experimental rock', 'freak folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'modern rock', 'new rave', 'noise pop', 'noise rock', 'nu gaze']"
182,anna kendrick,cups - pitch perfect's 'when i'm gone',6mH3qVIeOsnQIAho5eWwhH,0.878,0.455,0.0,-8.845,1.0,0.077,0.0462,0.00484,0.0353,0.79,129.953,128013.0,4.0,5,"['hollywood', 'movie tunes']"
183,anne murray,danny's song,5lQxMlCMTzCj3j4vyzdl8T,0.512,0.379,11.0,-12.251,0.0,0.0299,0.418,1.09e-05,0.0967,0.522,144.687,188293.0,4.0,5,"['adult standards', 'bubblegum pop', 'canadian country', 'canadian pop', 'folk', 'mellow gold', 'soft rock']"
184,annie lennox,into the west,0gSEyG7pOFuHM05433EibX,0.312,0.031,0.0,-22.035,1.0,0.037000000000000005,0.914,8.81e-06,0.0949,0.0399,92.074,347600.0,4.0,5,"['europop', 'folk', 'lilith', 'mellow gold', 'new wave pop', 'pop rock', 'singer-songwriter', 'soft rock']"
185,antonin dvorak,humoresque op 101 no 7,78w7y8EDtL5LFaZ80rOkRl,0.203,0.0604,6.0,-25.045,1.0,0.0459,0.852,0.42100000000000004,0.145,0.141,105.573,212360.0,4.0,4,"['classical', 'late romantic era']"
186,antonin dvorak,humoresque op 101 no 7,78w7y8EDtL5LFaZ80rOkRl,0.203,0.0604,6.0,-25.045,1.0,0.0459,0.852,0.42100000000000004,0.145,0.141,105.573,212360.0,4.0,5,"['classical', 'late romantic era']"
187,aphex twin,windowlicker,60Pe9j2pCBa4Zp4ztf5nhd,0.698,0.789,8.0,-4.936,1.0,0.163,0.132,0.0091,0.366,0.4920000000000001,123.016,368400.0,4.0,5,"['ambient', 'electronica', 'intelligent dance music', 'uk experimental electronic']"
188,aqua,barbie girl,2RSOzvKUnfDDrb2nQPfpQU,0.81,0.9570000000000001,1.0,-6.0489999999999995,0.0,0.0364,0.0165,0.284,0.248,0.9620000000000001,129.985,197773.0,4.0,3,"['bubblegum dance', 'dance pop', 'eurodance', 'europop']"
189,aqua,barbie girl,2RSOzvKUnfDDrb2nQPfpQU,0.81,0.9570000000000001,1.0,-6.0489999999999995,0.0,0.0364,0.0165,0.284,0.248,0.9620000000000001,129.985,197773.0,4.0,5,"['bubblegum dance', 'dance pop', 'eurodance', 'europop']"
190,aqualung,brighter than sunshine,3W6UA36h0zahjxU709wLSI,0.314,0.483,11.0,-8.365,1.0,0.0351,0.22899999999999998,0.0269,0.564,0.348,145.047,241360.0,4.0,4,"['piano rock', 'southampton indie']"
191,arash feat sean paul,she makes me go,4zC64Ep1wRc8jMto5InsIw,0.722,0.87,2.0,-3.965,0.0,0.0324,0.0713,0.0,0.132,0.55,133.013,178080.0,4.0,3,"['persian pop', 'romanian pop']"
192,arcade fire,rebellion,0xOeB16JDbBJBJKSdHbElT,0.401,0.9329999999999999,8.0,-5.682,1.0,0.0344,0.00744,0.627,0.318,0.7340000000000001,127.193,310893.0,4.0,4,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'chamber pop', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']"
193,arcade fire,rebellion,0xOeB16JDbBJBJKSdHbElT,0.401,0.9329999999999999,8.0,-5.682,1.0,0.0344,0.00744,0.627,0.318,0.7340000000000001,127.193,310893.0,4.0,5,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'chamber pop', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']"
194,arcade fire,the suburbs,2UWdUez9MB9yzL7Y81Mcip,0.616,0.682,6.0,-6.148,0.0,0.0265,0.0578,0.0241,0.342,0.528,117.78,315200.0,4.0,3,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'chamber pop', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']"
195,archie feat brenton mattheus,kingdom,0cV9YyAgJ77hYuiyAWe2io,0.6759999999999999,0.84,5.0,-8.158999999999999,0.0,0.0592,0.0274,0.0581,0.0796,0.0618,127.98700000000001,427640.0,4.0,3,['deep dubstep']
196,archie feat brenton mattheus,kingdom,0cV9YyAgJ77hYuiyAWe2io,0.6759999999999999,0.84,5.0,-8.158999999999999,0.0,0.0592,0.0274,0.0581,0.0796,0.0618,127.98700000000001,427640.0,4.0,5,['deep dubstep']
197,archie feat brenton mattheus,kingdom ,0cV9YyAgJ77hYuiyAWe2io,0.6759999999999999,0.84,5.0,-8.158999999999999,0.0,0.0592,0.0274,0.0581,0.0796,0.0618,127.98700000000001,427640.0,4.0,5,['deep dubstep']
198,arctic monkeys,do i wanna know,5FVd6KXrgO9B3JPmC8OPst,0.5479999999999999,0.532,5.0,-7.596,1.0,0.0323,0.18600000000000005,0.000263,0.217,0.405,85.03,272394.0,4.0,4,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']"
199,arctic monkeys,do i wanna know,5FVd6KXrgO9B3JPmC8OPst,0.5479999999999999,0.532,5.0,-7.596,1.0,0.0323,0.18600000000000005,0.000263,0.217,0.405,85.03,272394.0,4.0,5,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']"
