,artist,song,spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cp_length,genres
677,carly rae jepsen,call me maybe,3TGRqZ0a2l1LRblBkJoaDx,0.7829999999999999,0.58,7.0,-6.547999999999999,1.0,0.0408,0.0114,2.28e-06,0.10800000000000001,0.66,120.021,193400.0,4.0,5,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']"
678,carly rae jepsen,i really like you,0PGLRTN0X6DrXh645WJCIY,0.622,0.8079999999999999,5.0,-4.7010000000000005,1.0,0.0418,0.00543,5.6299999999999986e-05,0.215,0.599,122.12100000000001,204773.0,4.0,5,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']"
679,carly rae jepsen,making the most of the night,13zEyjK3DZm0YtZObaaS1O,0.608,0.875,8.0,-4.636,1.0,0.0796,0.003820000000000001,0.00285,0.158,0.529,112.92399999999999,238507.0,4.0,4,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']"
680,carly rae jepsen,more than a memory,61U2J5A1KkXsANbGk45S4l,0.732,0.857,4.0,-4.096,1.0,0.0321,0.00594,0.00062,0.138,0.7390000000000001,126.96700000000001,242027.0,4.0,4,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']"
681,carly rae jepsen,this kiss,7cWLl1E5iMvqIVhpmtUp6k,0.736,0.88,0.0,-4.323,1.0,0.0339,0.007109999999999998,0.00123,0.301,0.7040000000000001,127.99799999999999,228867.0,4.0,5,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']"
682,carly rae jepsen,warm blood,37iFlmC2ZbLcRtyZYPLSYA,0.7040000000000001,0.691,9.0,-8.036,0.0,0.149,0.0079,0.0471,0.0835,0.40299999999999997,102.98700000000001,253067.0,4.0,5,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']"
683,carly rae jepsen,your type,6X9bzNEsiGl82OkEs0xR6X,0.628,0.813,1.0,-5.1560000000000015,0.0,0.0524,0.00246,0.00124,0.0814,0.49,92.03299999999999,199720.0,4.0,4,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']"
684,carly simon,with a few good friends,3NYuOJeWA6pa0IFiwGwRDY,0.5660000000000001,0.479,11.0,-9.67,0.0,0.032,0.183,0.0,0.0517,0.762,151.47899999999996,158320.0,4.0,5,"['adult standards', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
685,carmen twillie,circle of life,0HU5JnVaKNTWf6GykV9Zn8,0.402,0.391,10.0,-16.112000000000002,1.0,0.0406,0.0634,0.0,0.29600000000000004,0.568,83.789,239147.0,4.0,3,"['disney', 'movie tunes']"
686,carmen twillie,circle of life,0HU5JnVaKNTWf6GykV9Zn8,0.402,0.391,10.0,-16.112000000000002,1.0,0.0406,0.0634,0.0,0.29600000000000004,0.568,83.789,239147.0,4.0,4,"['disney', 'movie tunes']"
687,carmen twillie,circle of life,0HU5JnVaKNTWf6GykV9Zn8,0.402,0.391,10.0,-16.112000000000002,1.0,0.0406,0.0634,0.0,0.29600000000000004,0.568,83.789,239147.0,4.0,5,"['disney', 'movie tunes']"
688,carolina liar,show me what i'm looking for,2h8iXIwEdEnQywhFC4q5e5,0.449,0.8640000000000001,9.0,-1.159,0.0,0.0378,0.0133,1.31e-06,0.0984,0.355,105.12100000000001,240467.0,4.0,5,"['modern alternative rock', 'neo mellow', 'pop rock']"
689,carrie underwood,before he cheats,0ZUo4YjG4saFnEJhdWp9Bt,0.519,0.7490000000000001,6.0,-3.318,0.0,0.0405,0.271,0.0,0.11900000000000001,0.29,147.905,199947.0,4.0,3,"['contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'oklahoma country', 'pop', 'post-teen pop']"
690,carrie underwood,before he cheats,0ZUo4YjG4saFnEJhdWp9Bt,0.519,0.7490000000000001,6.0,-3.318,0.0,0.0405,0.271,0.0,0.11900000000000001,0.29,147.905,199947.0,4.0,5,"['contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'oklahoma country', 'pop', 'post-teen pop']"
691,carrie underwood,blown away,0vFMQi8ZnOM2y8cuReZTZ2,0.531,0.843,9.0,-2.569,0.0,0.0429,0.0909,0.0,0.0283,0.392,136.991,240133.0,4.0,3,"['contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'oklahoma country', 'pop', 'post-teen pop']"
692,carrie underwood,cowboy casanova,6OqdF0vHI9xkqswI7EK0cD,0.597,0.82,5.0,-2.529,1.0,0.0582,0.0328,0.0,0.11900000000000001,0.5760000000000001,119.969,236787.0,4.0,3,"['contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'oklahoma country', 'pop', 'post-teen pop']"
693,carrie underwood,good girl,20DfkHC5grnKNJCzZQB6KC,0.617,0.8390000000000001,0.0,-2.8489999999999998,0.0,0.0655,0.0286,0.0,0.19,0.741,128.91,205560.0,4.0,5,"['contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'oklahoma country', 'pop', 'post-teen pop']"
694,carrie underwood,so small,6xfL1KzGxg48ACVlQE9qXr,0.426,0.784,3.0,-3.225,1.0,0.0421,0.306,0.0,0.0695,0.272,147.939,225213.0,3.0,5,"['contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'oklahoma country', 'pop', 'post-teen pop']"
695,cartoons,ekkosangen,574TtJNwVuzJujCwmiN66o,0.6890000000000001,0.9570000000000001,9.0,-5.377999999999999,1.0,0.0368,0.0194,0.0202,0.27399999999999997,0.9640000000000001,135.024,215960.0,4.0,5,"['bubblegum dance', 'eurodance', 'europop']"
696,cartoons,witch doctor,1li2UA33w6LQcVXt4Di5UA,0.873,0.9420000000000001,0.0,-6.398,1.0,0.0466,0.0839,7.85e-05,0.233,0.97,136.035,186560.0,4.0,5,"['bubblegum dance', 'eurodance', 'europop']"
697,cash cash,overtime,2E01JGJGMa5gW1PmqAWYXG,0.55,0.875,11.0,-0.755,0.0,0.3,0.0665,0.0,0.6579999999999999,0.29100000000000004,113.70700000000001,246447.0,4.0,5,"['big room', 'dance pop', 'edm', 'electro house', 'electropop', 'electropowerpop', 'indie poptimism', 'pop', 'pop edm', 'tropical house']"
698,cashmere cat,paws,1v8sFvz8VBTTemAAydTtv0,0.7070000000000001,0.575,2.0,-6.629,0.0,0.0343,0.478,0.128,0.10300000000000001,0.21600000000000005,129.953,262013.0,4.0,4,"['downtempo', 'edm', 'electropop', 'pop', 'post-teen pop', 'shiver pop']"
699,caspar babypants,googly eyes,6DI3iyKNnIWPVzcCxHNxmj,0.825,0.47600000000000003,9.0,-8.041,1.0,0.0793,0.871,0.0,0.17,0.794,155.58,122600.0,4.0,4,"[""children's folk"", ""children's music""]"
700,caspar babypants,googly eyes,6DI3iyKNnIWPVzcCxHNxmj,0.825,0.47600000000000003,9.0,-8.041,1.0,0.0793,0.871,0.0,0.17,0.794,155.58,122600.0,4.0,5,"[""children's folk"", ""children's music""]"
701,casting crowns,joy to the world - christmas,4SzSAGVYfPlwiZRE1Ripi5,0.379,0.77,2.0,-5.936,1.0,0.0315,0.0504,0.0,0.0875,0.43,182.188,156293.0,4.0,5,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']"
702,casting crowns,o come all ye faithful - christmas,3oubGBUtCpTJa38nBHSFh7,0.479,0.531,7.0,-8.415,1.0,0.0246,0.517,0.0,0.11900000000000001,0.281,101.95,226213.0,4.0,5,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']"
703,cat,you are,5eZ7sbO4bOyouCopISJ4Mb,0.608,0.636,0.0,-7.7120000000000015,1.0,0.0258,0.00317,0.0195,0.127,0.708,141.628,260573.0,4.0,3,"['anti-folk', 'art pop', 'art rock', 'chamber pop', 'chamber psych', 'dream pop', 'experimental pop', 'freak folk', 'garage psych', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'neo-psychedelic', 'noise pop', 'singer-songwriter', 'slow core', 'welsh indie']"
704,cat stevens,peace train,1ppuHX1oVMku5LTL0swNZP,0.61,0.5820000000000001,0.0,-10.422,1.0,0.044000000000000004,0.11900000000000001,3.76e-05,0.12,0.7809999999999999,82.492,251333.0,4.0,3,"['british folk', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
705,cat stevens,peace train,1ppuHX1oVMku5LTL0swNZP,0.61,0.5820000000000001,0.0,-10.422,1.0,0.044000000000000004,0.11900000000000001,3.76e-05,0.12,0.7809999999999999,82.492,251333.0,4.0,5,"['british folk', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
706,cat stevens,wild world,6Xz7FeyE8HTP90HecgHV57,0.484,0.508,0.0,-9.308,1.0,0.0364,0.376,0.000791,0.0961,0.5539999999999999,151.86700000000005,200173.0,4.0,5,"['british folk', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
707,catch 22,keasbey nights,1EumTYKFbtiK1p65CqKKOw,0.667,0.885,9.0,-5.2810000000000015,1.0,0.0507,0.157,3.97e-06,0.687,0.953,119.536,182880.0,4.0,5,"['modern ska punk', 'punk', 'ska', 'ska punk', 'skate punk']"
708,caught a ghost,time go,2eLyNVfr21Vv4TX8Zu7LT9,0.48,0.649,5.0,-8.25,1.0,0.0649,0.33799999999999997,8.070000000000001e-05,0.127,0.502,159.876,250707.0,4.0,4,['la indie']
709,cee lo green,forget you,7AqISujIaWcY3h5zrOqt5v,0.696,0.875,0.0,-3.682,1.0,0.0649,0.134,0.0,0.159,0.772,127.39,222733.0,4.0,3,['atl hip hop']
710,ceelo,sign of the times,0tPCVqh3egabzYJVw1w5wj,0.7190000000000001,0.767,10.0,-3.373,1.0,0.0506,0.0953,0.0,0.111,0.665,144.976,180147.0,4.0,3,['atl hip hop']
711,celia cruz,la vida es un carnaval,1BwrMGGhPA6GarWIYaFrW8,0.813,0.701,0.0,-6.507999999999999,0.0,0.0701,0.489,0.00116,0.294,0.855,104.01899999999999,278867.0,4.0,5,"['cha-cha-cha', 'cuban rumba', 'latin', 'latin jazz', 'mambo', 'salsa', 'tropical']"
712,celine dion,my heart will go on,33LC84JgLvK2KuW43MfaNq,0.428,0.276,4.0,-11.729000000000001,1.0,0.0312,0.732,5.33e-06,0.11699999999999999,0.0382,99.195,280000.0,1.0,5,"['canadian pop', 'dance pop']"
713,celine dion,that's the way it is,5s4catxeZsaWFnOrvrXZHf,0.634,0.8859999999999999,9.0,-5.4239999999999995,1.0,0.0434,0.154,0.0,0.11800000000000001,0.5770000000000001,93.04,241373.0,4.0,5,"['canadian pop', 'dance pop']"
714,central unit,saturday nite,0j5fUosMYaW8S6TudEYFXe,0.7090000000000001,0.7659999999999999,9.0,-6.148,0.0,0.0465,0.161,0.16,0.0941,0.9620000000000001,140.585,279133.0,4.0,5,"['italian new wave', 'minimal wave']"
715,cern,the message - northern mix,6VVNyA7cupdQavz2ci78UI,0.5770000000000001,0.904,9.0,-9.145,1.0,0.04,3.53e-05,0.871,0.142,0.133,140.011,554260.0,4.0,4,"['deep dnb', 'deep liquid bass']"
716,chairlift,evident utensil,6wJArVf1sP2cgxnlHWToAP,0.6459999999999999,0.725,0.0,-7.075,1.0,0.0271,0.0165,2.42e-05,0.0936,0.893,103.69200000000001,172507.0,4.0,5,"['alternative dance', 'art pop', 'brooklyn indie', 'chillwave', 'dance pop', 'electropop', 'escape room', 'experimental pop', 'hyperpop', 'indie pop', 'indietronica', 'metropopolis', 'neo-synthpop', 'shimmer pop']"
717,chance the rapper,same drugs,6m9qPYXmhge2QhBLfFKnVF,0.461,0.293,6.0,-9.52,1.0,0.0555,0.9470000000000001,9.95e-06,0.0936,0.531,180.297,257775.0,4.0,3,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']"
718,charles jenkins,awesome,0oA7qqMEL8R044XA699F00,0.603,0.7709999999999999,1.0,-6.109,0.0,0.0556,0.484,0.0,0.373,0.255,127.98899999999999,349147.0,4.0,5,"['contemporary gospel', 'gospel']"
719,charles wright,express yourself,4pW3aTX3kAmOaPJfc9UM12,0.789,0.6829999999999999,8.0,-8.835,1.0,0.086,0.48,0.0,0.35,0.882,92.311,233613.0,4.0,5,"['funk', 'soul', 'southern soul']"
720,charles wright - the watts 103rd street rhythm ban,express yourself,4pW3aTX3kAmOaPJfc9UM12,0.789,0.6829999999999999,8.0,-8.835,1.0,0.086,0.48,0.0,0.35,0.882,92.311,233613.0,4.0,5,"['funk', 'soul', 'southern soul']"
721,charley patton,pony blues,42H4CuiUxd7IyjyyWN4Q9X,0.484,0.34700000000000003,10.0,-13.415999999999999,1.0,0.067,0.9790000000000001,0.945,0.145,0.539,119.044,178747.0,4.0,3,"['acoustic blues', 'appalachian folk', 'blues', 'country blues', 'delta blues', 'traditional blues', 'traditional folk']"
722,charli xcx,boom clap,0Y1MWB026LYxGvhq4EcMiC,0.659,0.9109999999999999,4.0,-2.28,1.0,0.0786,0.154,0.000304,0.191,0.5760000000000001,91.999,169866.0,4.0,5,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'tropical house']"
723,charli xcx,need ur luv,1x96SvT97nQgfdgEkUiSv9,0.301,0.465,9.0,-7.421,1.0,0.0418,0.736,0.0025,0.0593,0.212,215.997,278182.0,4.0,5,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'tropical house']"
724,charli xcx,nuclear seasons,1D77DlGAE1HWBHyXQBCpgT,0.521,0.94,9.0,-3.702,0.0,0.0969,0.0414,0.00133,0.27899999999999997,0.23600000000000002,115.039,281480.0,4.0,5,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'tropical house']"
725,charlie puth,one call away,7soJgKhQTO8hLP2JPRkL5O,0.667,0.613,1.0,-5.353,1.0,0.0344,0.40299999999999997,0.0,0.115,0.47,91.024,194453.0,4.0,5,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
726,charlotte gainsbourg,hey joe ,0bqKOk2BCDzDB6N8kCu9gt,0.386,0.491,0.0,-7.907999999999999,1.0,0.0343,0.0106,0.823,0.10400000000000001,0.369,142.705,292290.0,4.0,4,"['art pop', 'electronica', 'electropop']"
727,chase and status,blind faith,04OxTCLGgDKfO0MMA2lcxv,0.45,0.846,9.0,-4.712,0.0,0.0472,0.005229999999999999,0.0,0.228,0.402,140.042,233667.0,4.0,5,['drum and bass']
728,chase and status,time,2HOMVMnOukowkziBJZyf7o,0.531,0.919,9.0,-5.5310000000000015,0.0,0.043,0.00021400000000000002,0.0008460000000000001,0.135,0.44,139.945,260427.0,4.0,5,['drum and bass']
729,cheap trick,surrender,2ccUQnjjNWT0rsNnsBpsCA,0.524,0.955,0.0,-7.081,1.0,0.0411,0.00717,8.77e-06,0.659,0.8690000000000001,133.849,253733.0,4.0,3,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam metal', 'glam rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'power pop', 'rock', 'soft rock']"
730,cheap trick,surrender,2ccUQnjjNWT0rsNnsBpsCA,0.524,0.955,0.0,-7.081,1.0,0.0411,0.00717,8.77e-06,0.659,0.8690000000000001,133.849,253733.0,4.0,5,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam metal', 'glam rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'power pop', 'rock', 'soft rock']"
731,cheat codes and dante klein,let me hold you - turn me on,5x6txT1bx3Heb1cPBZV5wA,0.612,0.659,1.0,-2.661,0.0,0.0455,0.0933,0.0,0.0538,0.41700000000000004,98.015,211989.0,4.0,3,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop edm', 'post-teen pop', 'tropical house']"
732,chelsea moon,be thou my vision,49M0VorSjuEcV4ttZ5pj7n,0.371,0.13,0.0,-8.806000000000003,1.0,0.034,0.968,0.0,0.106,0.254,77.843,275655.0,3.0,5,[]
733,chelsea ward,that's falling in love,4ZZ52KofsOJAry0sXQb3Dl,0.627,0.9079999999999999,1.0,-2.873,0.0,0.0355,0.133,1.54e-06,0.22399999999999998,0.7929999999999999,133.975,148947.0,4.0,4,[]
734,chelsea ward,that's falling in love,4ZZ52KofsOJAry0sXQb3Dl,0.627,0.9079999999999999,1.0,-2.873,0.0,0.0355,0.133,1.54e-06,0.22399999999999998,0.7929999999999999,133.975,148947.0,4.0,5,[]
735,cher,believe,2goLsvvODILDzeeiT4dAoR,0.652,0.917,6.0,-6.72,1.0,0.0548,0.0082,0.0,0.0509,0.45899999999999996,132.975,239027.0,4.0,3,"['dance pop', 'hollywood', 'new wave pop', 'pop']"
736,cher,believe,2goLsvvODILDzeeiT4dAoR,0.652,0.917,6.0,-6.72,1.0,0.0548,0.0082,0.0,0.0509,0.45899999999999996,132.975,239027.0,4.0,5,"['dance pop', 'hollywood', 'new wave pop', 'pop']"
737,cher,gypsys tramps and thieves,6fsSZbNL7XP9gf1kJ2l155,0.47600000000000003,0.677,0.0,-11.175,1.0,0.0365,0.21100000000000002,0.0,0.0601,0.691,170.87900000000005,158000.0,4.0,5,"['dance pop', 'hollywood', 'new wave pop', 'pop']"
738,cher,half breed,23jaOlnV7vHmly51DPBr35,0.6459999999999999,0.467,9.0,-12.677999999999999,0.0,0.0325,0.524,0.0,0.32899999999999996,0.877,102.704,167533.0,4.0,4,"['dance pop', 'hollywood', 'new wave pop', 'pop']"
739,cher,half breed,23jaOlnV7vHmly51DPBr35,0.6459999999999999,0.467,9.0,-12.677999999999999,0.0,0.0325,0.524,0.0,0.32899999999999996,0.877,102.704,167533.0,4.0,5,"['dance pop', 'hollywood', 'new wave pop', 'pop']"
740,cher lloyd,want u back,6E11E0lT5Zy7yb6iT3y8DN,0.6940000000000001,0.8909999999999999,9.0,-2.94,1.0,0.0949,0.0562,0.0,0.561,0.563,97.939,214573.0,4.0,5,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'social media pop', 'talent show', 'viral pop']"
741,cheryl cole,call my name,5o7TXypciBNWzWLE6Hdzuz,0.696,0.94,8.0,-3.498,1.0,0.064,0.0027199999999999998,1.34e-06,0.0987,0.7,128.005,207976.0,4.0,5,"['dance pop', 'electropop', 'europop', 'pop', 'post-teen pop', 'uk pop']"
742,cheryl cole,fight for this love,6WdV6QM8t87dPidhPzdRJW,0.7390000000000001,0.748,7.0,-5.858,1.0,0.0867,0.0154,0.0,0.0701,0.778,122.969,223253.0,4.0,5,"['dance pop', 'electropop', 'europop', 'pop', 'post-teen pop', 'uk pop']"
743,cheryl cole,parachute,7jtawIveUcUDkYDTQ0T3I9,0.799,0.7190000000000001,0.0,-6.9270000000000005,1.0,0.043,0.00624,0.000553,0.131,0.8059999999999999,116.04299999999999,219800.0,4.0,4,"['dance pop', 'electropop', 'europop', 'pop', 'post-teen pop', 'uk pop']"
744,cheryl cole,parachute,7jtawIveUcUDkYDTQ0T3I9,0.799,0.7190000000000001,0.0,-6.9270000000000005,1.0,0.043,0.00624,0.000553,0.131,0.8059999999999999,116.04299999999999,219800.0,4.0,5,"['dance pop', 'electropop', 'europop', 'pop', 'post-teen pop', 'uk pop']"
745,chet faker,talk is cheap,7jJsme36M90Cn6aYYC2l3t,0.652,0.583,0.0,-8.52,0.0,0.17300000000000001,0.465,0.00020800000000000001,0.146,0.46,140.024,218553.0,4.0,5,"['australian electropop', 'australian indie', 'downtempo']"
746,chevelle,closure,3wwoB2eYeGnuOSuIYqXEdl,0.289,0.736,11.0,-3.38,0.0,0.0369,0.0008699999999999999,0.00395,0.0636,0.13,152.158,251800.0,3.0,4,"['alternative metal', 'christian rock', 'industrial metal', 'modern rock', 'nu metal', 'post-grunge', 'rap rock', 'rock']"
747,chicago,25 or 6 to 4,7GqIDx2QVGOpd4r1fZaUUW,0.604,0.905,4.0,-7.059,0.0,0.0578,0.309,0.0632,0.0837,0.723,147.44799999999995,289800.0,4.0,4,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock', 'yacht rock']"
748,chiddy bang,mind your manners,1hPajXXDa8dfTFABNZe2Ri,0.696,0.853,2.0,-4.122,1.0,0.237,0.00399,0.0,0.0843,0.685,92.976,196653.0,4.0,4,"['indie pop rap', 'philly rap', 'pop rap']"
749,chiddy bang,mind your manners,1hPajXXDa8dfTFABNZe2Ri,0.696,0.853,2.0,-4.122,1.0,0.237,0.00399,0.0,0.0843,0.685,92.976,196653.0,4.0,5,"['indie pop rap', 'philly rap', 'pop rap']"
750,chiddy bang,opposite of adults,01oPNCtTniFT3YM4K3ksTf,0.674,0.899,9.0,-5.115,1.0,0.193,0.011000000000000001,0.0,0.327,0.604,95.999,191600.0,4.0,5,"['indie pop rap', 'philly rap', 'pop rap']"
751,chilly gonzales,othello,6lYWk4urqIMMw6KC0dyLN9,0.505,0.124,3.0,-19.034000000000002,0.0,0.0542,0.991,0.812,0.13,0.309,157.487,195240.0,4.0,5,['neo-classical']
752,chino y nacho,el poeta,0G31zWm4L2c9fJ9zAzWsar,0.7440000000000001,0.726,0.0,-6.053,1.0,0.0491,0.3,0.0,0.242,0.723,120.045,237907.0,4.0,5,"['electro latino', 'latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'tropical']"
753,chino y nacho,tu angelito,77VXEopCatM9pqJl0beeCj,0.8340000000000001,0.868,8.0,-6.4979999999999976,0.0,0.0415,0.382,0.0,0.203,0.912,118.025,237680.0,4.0,5,"['electro latino', 'latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'tropical']"
754,chipzel,courtesy,5L85RFbWkbVnDXqNVhz7XW,0.7140000000000001,0.736,8.0,-11.780999999999999,1.0,0.0587,0.031,2.61e-05,0.0709,0.337,130.012,193333.0,4.0,3,['chiptune']
755,chipzel,courtesy,5L85RFbWkbVnDXqNVhz7XW,0.7140000000000001,0.736,8.0,-11.780999999999999,1.0,0.0587,0.031,2.61e-05,0.0709,0.337,130.012,193333.0,4.0,5,['chiptune']
756,chipzel,otis,1v5OZRTM4ioThDYrW04Q9W,0.588,0.963,7.0,-9.381,1.0,0.0798,0.7190000000000001,0.736,0.39399999999999996,0.12300000000000001,134.99200000000002,156444.0,4.0,4,['chiptune']
757,chipzel,otis,1v5OZRTM4ioThDYrW04Q9W,0.588,0.963,7.0,-9.381,1.0,0.0798,0.7190000000000001,0.736,0.39399999999999996,0.12300000000000001,134.99200000000002,156444.0,4.0,5,['chiptune']
758,chris brown,beautiful people,0iSaO7CfL9NgXdM8Meu2ul,0.41700000000000004,0.8059999999999999,5.0,-5.3389999999999995,0.0,0.16,0.0703,0.006370000000000001,0.0841,0.545,127.887,226773.0,4.0,5,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
759,chris brown,with you,5Lgcn7u07bHuqbOtXkN62u,0.662,0.693,3.0,-4.298,1.0,0.0698,0.134,0.0,0.145,0.655,86.009,252120.0,4.0,4,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
760,chris brown,yeah 3x,2QtxlzvSBONjs1bDC34ixs,0.705,0.882,11.0,-3.201,0.0,0.0445,0.00036899999999999997,1.16e-06,0.0934,0.7,130.0,241667.0,4.0,5,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
761,chris de burgh,lady in red,1GeNWyZtCHbcp3ZWp8GTOO,0.5479999999999999,0.294,10.0,-17.112000000000002,1.0,0.0333,0.332,3.34e-06,0.0392,0.491,76.69800000000002,256173.0,4.0,3,"['classic uk pop', 'mellow gold', 'new wave pop', 'soft rock']"
762,chris de burgh,lady in red,1GeNWyZtCHbcp3ZWp8GTOO,0.5479999999999999,0.294,10.0,-17.112000000000002,1.0,0.0333,0.332,3.34e-06,0.0392,0.491,76.69800000000002,256173.0,4.0,4,"['classic uk pop', 'mellow gold', 'new wave pop', 'soft rock']"
763,chris tomlin,our god,40lKptao1hxVqA7fd1OOGp,0.509,0.778,11.0,-3.608,1.0,0.0295,0.00998,0.0,0.19,0.21600000000000005,105.066,285160.0,4.0,3,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']"
764,chris tomlin,our god,40lKptao1hxVqA7fd1OOGp,0.509,0.778,11.0,-3.608,1.0,0.0295,0.00998,0.0,0.19,0.21600000000000005,105.066,285160.0,4.0,5,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']"
765,christina aguilera,beautiful,3TCauNPqFiniaYHBvEVoHG,0.457,0.573,5.0,-3.866,0.0,0.0275,0.578,3.05e-06,0.114,0.0992,76.193,238560.0,4.0,5,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
766,christina aguilera,fighter,7nXq1vaZiz7PdbfojpPjW5,0.435,0.92,4.0,-1.357,0.0,0.201,0.235,0.00035299999999999996,0.552,0.45,188.899,245960.0,4.0,5,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
767,christina aguilera,genie in a bottle,11mwFrKvLXCbcVGNxffGyP,0.627,0.8,1.0,-6.945,1.0,0.162,0.21,0.000123,0.13699999999999998,0.912,175.815,217573.0,4.0,3,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
768,christina aguilera,genie in a bottle,11mwFrKvLXCbcVGNxffGyP,0.627,0.8,1.0,-6.945,1.0,0.162,0.21,0.000123,0.13699999999999998,0.912,175.815,217573.0,4.0,5,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
769,christina aguilera,hurt,6gDXbcILAyBa2skSdbUYq7,0.327,0.295,4.0,-6.907,0.0,0.0313,0.775,0.0,0.107,0.14300000000000002,148.57399999999996,243373.0,4.0,4,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
770,christina aguilera,hurt,6gDXbcILAyBa2skSdbUYq7,0.327,0.295,4.0,-6.907,0.0,0.0313,0.775,0.0,0.107,0.14300000000000002,148.57399999999996,243373.0,4.0,5,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
771,christina aguilera,i turn to you,4Do68W4FWO2hRAJCzG1lus,0.599,0.47,1.0,-8.356,1.0,0.0376,0.38,0.0,0.111,0.298,127.177,273707.0,4.0,3,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
772,christina perri,a thousand years,6lanRgr6wXibZr8KgzXxBl,0.42100000000000004,0.40700000000000003,10.0,-7.445,1.0,0.0267,0.309,0.0009609999999999999,0.11,0.161,139.028,285120.0,3.0,3,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
773,christina perri,a thousand years,6lanRgr6wXibZr8KgzXxBl,0.42100000000000004,0.40700000000000003,10.0,-7.445,1.0,0.0267,0.309,0.0009609999999999999,0.11,0.161,139.028,285120.0,3.0,5,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
774,christina perri,jar of hearts,0HZhYMZOcUzZKSFwPOti6m,0.349,0.348,3.0,-6.142,1.0,0.0316,0.726,0.0,0.12,0.0886,74.541,246587.0,4.0,4,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
775,christopher s,miss you tomorrow,6NXOAgnE77mNW8yWmARo3x,0.741,0.7390000000000001,9.0,-6.1339999999999995,0.0,0.047,0.000484,0.00722,0.0535,0.361,128.004,258604.0,4.0,4,[]
776,christopher tin,baba yetu,5fYwf17qytSuyFEnBpsq5W,0.358,0.294,7.0,-15.4,1.0,0.0452,0.741,0.00151,0.0928,0.102,92.081,209947.0,4.0,3,['video game music']
